Wert,Zeit,Datum
1089 W,11:08:11,12-07-2022
3094 W,11:08:27,12-07-2022
3131 W,11:08:39,12-07-2022
3116 W,11:08:55,12-07-2022
3055 W,11:09:10,12-07-2022
4603 W,11:09:26,12-07-2022
4600 W,11:09:38,12-07-2022
2461 W,11:09:54,12-07-2022
2718 W,11:10:10,12-07-2022
2878 W,11:10:28,12-07-2022
3002 W,11:10:41,12-07-2022
3000 W,11:10:53,12-07-2022
1080 W,11:11:09,12-07-2022
1038 W,11:11:28,12-07-2022
1025 W,11:11:40,12-07-2022
1103 W,11:11:56,12-07-2022
1112 W,11:12:12,12-07-2022
1121 W,11:12:27,12-07-2022
1070 W,11:12:40,12-07-2022
1163 W,11:12:55,12-07-2022
1173 W,11:13:11,12-07-2022
1266 W,11:13:27,12-07-2022
1279 W,11:13:39,12-07-2022
1226 W,11:13:55,12-07-2022
1309 W,11:14:10,12-07-2022
1315 W,11:14:29,12-07-2022
1309 W,11:14:39,12-07-2022
1346 W,11:14:54,12-07-2022
1449 W,11:15:10,12-07-2022
1428 W,11:15:28,12-07-2022
1421 W,11:15:41,12-07-2022
926 W,11:15:54,12-07-2022
1400 W,11:16:09,12-07-2022
1464 W,11:16:28,12-07-2022
1447 W,11:16:40,12-07-2022
1532 W,11:16:53,12-07-2022
1503 W,11:17:08,12-07-2022
1493 W,11:17:27,12-07-2022
1492 W,11:17:40,12-07-2022
1502 W,11:17:55,12-07-2022
1587 W,11:18:11,12-07-2022
1073 W,11:18:39,12-07-2022
960 W,11:18:55,12-07-2022
1650 W,11:19:10,12-07-2022
3585 W,11:19:26,12-07-2022
3436 W,11:19:38,12-07-2022
3659 W,11:19:54,12-07-2022
2820 W,11:20:10,12-07-2022
1814 W,11:20:28,12-07-2022
2855 W,11:20:38,12-07-2022
3693 W,11:20:53,12-07-2022
3879 W,11:21:09,12-07-2022
3821 W,11:21:28,12-07-2022
3774 W,11:21:40,12-07-2022
3631 W,11:21:56,12-07-2022
3738 W,11:22:12,12-07-2022
2418 W,11:22:27,12-07-2022
3579 W,11:22:40,12-07-2022
3666 W,11:22:55,12-07-2022
3755 W,11:23:11,12-07-2022
3773 W,11:23:27,12-07-2022
3760 W,11:23:39,12-07-2022
3161 W,11:23:55,12-07-2022
438 W,11:24:10,12-07-2022
254 W,11:24:26,12-07-2022
9 W,11:24:39,12-07-2022
0 W,11:24:54,12-07-2022
11 W,11:25:29,12-07-2022
33 W,11:25:41,12-07-2022
358 W,11:25:54,12-07-2022
867 W,11:26:09,12-07-2022
4061 W,11:26:28,12-07-2022
3999 W,11:26:41,12-07-2022
776 W,11:26:56,12-07-2022
66 W,11:27:09,12-07-2022
3 W,11:27:27,12-07-2022
1935 W,11:27:40,12-07-2022
3810 W,11:27:56,12-07-2022
3908 W,11:28:11,12-07-2022
3793 W,11:28:27,12-07-2022
3826 W,11:28:39,12-07-2022
3829 W,11:28:55,12-07-2022
3846 W,11:29:11,12-07-2022
3913 W,11:29:26,12-07-2022
3854 W,11:29:39,12-07-2022
3871 W,11:29:54,12-07-2022
3895 W,11:30:10,12-07-2022
3907 W,11:30:29,12-07-2022
3888 W,11:30:38,12-07-2022
3829 W,11:30:54,12-07-2022
3854 W,11:31:09,12-07-2022
3740 W,11:31:28,12-07-2022
3764 W,11:31:41,12-07-2022
3698 W,11:31:53,12-07-2022
3749 W,11:32:12,12-07-2022
3858 W,11:32:27,12-07-2022
4023 W,11:32:40,12-07-2022
2660 W,11:32:56,12-07-2022
1045 W,11:33:11,12-07-2022
1345 W,11:33:27,12-07-2022
469 W,11:33:39,12-07-2022
2928 W,11:33:55,12-07-2022
3045 W,11:34:11,12-07-2022
3832 W,11:34:26,12-07-2022
3476 W,11:34:39,12-07-2022
3718 W,11:34:54,12-07-2022
3702 W,11:35:10,12-07-2022
3603 W,11:35:29,12-07-2022
3593 W,11:35:38,12-07-2022
3553 W,11:35:54,12-07-2022
3527 W,11:36:09,12-07-2022
3514 W,11:36:28,12-07-2022
3428 W,11:36:41,12-07-2022
3532 W,11:36:53,12-07-2022
3586 W,11:37:09,12-07-2022
3531 W,11:37:27,12-07-2022
3548 W,11:37:40,12-07-2022
3682 W,11:37:56,12-07-2022
3706 W,11:38:11,12-07-2022
3733 W,11:38:27,12-07-2022
3746 W,11:38:42,12-07-2022
3838 W,11:38:55,12-07-2022
1928 W,11:39:11,12-07-2022
1007 W,11:39:26,12-07-2022
0 W,11:39:39,12-07-2022
5 W,11:40:10,12-07-2022
0 W,11:40:29,12-07-2022
1 W,11:41:09,12-07-2022
4 W,11:41:28,12-07-2022
157 W,11:41:41,12-07-2022
5 W,11:41:53,12-07-2022
6 W,11:42:09,12-07-2022
4 W,11:42:27,12-07-2022
9 W,11:42:40,12-07-2022
6 W,11:42:56,12-07-2022
31 W,11:43:11,12-07-2022
2966 W,11:43:27,12-07-2022
3297 W,11:43:39,12-07-2022
3415 W,11:43:55,12-07-2022
3459 W,11:44:11,12-07-2022
3470 W,11:44:26,12-07-2022
3437 W,11:44:39,12-07-2022
3469 W,11:44:54,12-07-2022
3465 W,11:45:10,12-07-2022
3386 W,11:45:26,12-07-2022
3450 W,11:45:38,12-07-2022
3419 W,11:45:54,12-07-2022
3459 W,11:46:09,12-07-2022
3449 W,11:46:28,12-07-2022
3441 W,11:46:41,12-07-2022
3485 W,11:46:53,12-07-2022
3478 W,11:47:09,12-07-2022
3459 W,11:47:27,12-07-2022
3438 W,11:47:40,12-07-2022
3476 W,11:47:56,12-07-2022
3543 W,11:48:11,12-07-2022
3536 W,11:48:27,12-07-2022
3481 W,11:48:39,12-07-2022
3495 W,11:48:55,12-07-2022
3543 W,11:49:11,12-07-2022
3482 W,11:49:26,12-07-2022
3395 W,11:49:39,12-07-2022
3519 W,11:49:54,12-07-2022
3542 W,11:50:10,12-07-2022
3611 W,11:50:29,12-07-2022
3612 W,11:50:38,12-07-2022
3621 W,11:50:54,12-07-2022
3606 W,11:51:09,12-07-2022
3645 W,11:51:28,12-07-2022
3617 W,11:51:41,12-07-2022
3622 W,11:51:53,12-07-2022
3510 W,11:52:12,12-07-2022
3524 W,11:52:28,12-07-2022
3531 W,11:52:40,12-07-2022
0 W,11:52:56,12-07-2022
34 W,11:53:11,12-07-2022
10 W,11:53:27,12-07-2022
56 W,11:53:39,12-07-2022
1317 W,11:53:55,12-07-2022
1386 W,11:54:11,12-07-2022
3671 W,11:54:26,12-07-2022
3574 W,11:54:39,12-07-2022
3654 W,11:54:54,12-07-2022
3703 W,11:55:10,12-07-2022
3683 W,11:55:29,12-07-2022
3661 W,11:55:38,12-07-2022
3640 W,11:55:54,12-07-2022
3608 W,11:56:09,12-07-2022
3615 W,11:56:28,12-07-2022
3574 W,11:56:41,12-07-2022
3666 W,11:56:56,12-07-2022
3582 W,11:57:12,12-07-2022
3585 W,11:57:27,12-07-2022
3611 W,11:57:40,12-07-2022
3595 W,11:57:56,12-07-2022
3615 W,11:58:11,12-07-2022
3643 W,11:58:27,12-07-2022
3660 W,11:58:39,12-07-2022
3693 W,11:58:55,12-07-2022
3705 W,11:59:11,12-07-2022
3682 W,11:59:26,12-07-2022
3509 W,11:59:39,12-07-2022
3462 W,11:59:54,12-07-2022
3347 W,12:00:10,12-07-2022
3544 W,12:00:29,12-07-2022
3599 W,12:00:38,12-07-2022
3469 W,12:00:54,12-07-2022
3466 W,12:01:09,12-07-2022
3572 W,12:01:28,12-07-2022
3677 W,12:01:41,12-07-2022
3601 W,12:01:53,12-07-2022
2718 W,12:02:12,12-07-2022
3620 W,12:02:27,12-07-2022
3650 W,12:02:40,12-07-2022
3682 W,12:02:56,12-07-2022
3670 W,12:03:11,12-07-2022
3668 W,12:03:27,12-07-2022
3604 W,12:03:39,12-07-2022
3528 W,12:03:55,12-07-2022
3627 W,12:04:11,12-07-2022
3654 W,12:04:26,12-07-2022
3680 W,12:04:39,12-07-2022
3667 W,12:04:54,12-07-2022
3686 W,12:05:10,12-07-2022
3621 W,12:05:29,12-07-2022
3544 W,12:05:38,12-07-2022
3637 W,12:05:54,12-07-2022
3694 W,12:06:09,12-07-2022
3650 W,12:06:28,12-07-2022
3682 W,12:06:41,12-07-2022
3676 W,12:07:09,12-07-2022
3706 W,12:07:27,12-07-2022
3607 W,12:07:40,12-07-2022
3695 W,12:07:56,12-07-2022
3723 W,12:08:11,12-07-2022
3686 W,12:08:27,12-07-2022
3720 W,12:08:39,12-07-2022
3669 W,12:08:55,12-07-2022
3666 W,12:09:11,12-07-2022
3616 W,12:09:26,12-07-2022
3706 W,12:09:39,12-07-2022
5193 W,12:09:54,12-07-2022
5112 W,12:10:10,12-07-2022
2959 W,12:10:29,12-07-2022
3393 W,12:10:38,12-07-2022
3539 W,12:10:54,12-07-2022
3711 W,12:11:09,12-07-2022
3771 W,12:11:28,12-07-2022
3776 W,12:11:41,12-07-2022
3787 W,12:11:53,12-07-2022
3837 W,12:11:56,12-07-2022
154 W,12:12:12,12-07-2022
3620 W,12:12:28,12-07-2022
3518 W,12:12:40,12-07-2022
3520 W,12:12:56,12-07-2022
3528 W,12:13:11,12-07-2022
3550 W,12:13:27,12-07-2022
3621 W,12:13:39,12-07-2022
3678 W,12:13:55,12-07-2022
3669 W,12:14:11,12-07-2022
3700 W,12:14:26,12-07-2022
3658 W,12:14:39,12-07-2022
3588 W,12:14:54,12-07-2022
3599 W,12:15:10,12-07-2022
3632 W,12:15:29,12-07-2022
3627 W,12:15:38,12-07-2022
3622 W,12:15:54,12-07-2022
3644 W,12:16:09,12-07-2022
3488 W,12:16:28,12-07-2022
3541 W,12:16:41,12-07-2022
3365 W,12:16:53,12-07-2022
3169 W,12:17:09,12-07-2022
2848 W,12:17:28,12-07-2022
2598 W,12:17:40,12-07-2022
3257 W,12:17:56,12-07-2022
3232 W,12:18:11,12-07-2022
3317 W,12:18:27,12-07-2022
3353 W,12:18:40,12-07-2022
3535 W,12:18:55,12-07-2022
3647 W,12:19:11,12-07-2022
3593 W,12:19:26,12-07-2022
3620 W,12:19:39,12-07-2022
3719 W,12:19:54,12-07-2022
3702 W,12:20:10,12-07-2022
3663 W,12:20:29,12-07-2022
3678 W,12:20:38,12-07-2022
3766 W,12:20:54,12-07-2022
3675 W,12:21:10,12-07-2022
3499 W,12:21:28,12-07-2022
3635 W,12:21:41,12-07-2022
3616 W,12:21:53,12-07-2022
3610 W,12:22:09,12-07-2022
3561 W,12:22:28,12-07-2022
3585 W,12:22:40,12-07-2022
2871 W,12:22:56,12-07-2022
3675 W,12:23:11,12-07-2022
3742 W,12:23:27,12-07-2022
3745 W,12:23:40,12-07-2022
3778 W,12:23:55,12-07-2022
3754 W,12:24:11,12-07-2022
3763 W,12:24:26,12-07-2022
3486 W,12:24:39,12-07-2022
3550 W,12:24:55,12-07-2022
3677 W,12:25:10,12-07-2022
3789 W,12:25:26,12-07-2022
3319 W,12:25:38,12-07-2022
3620 W,12:25:54,12-07-2022
3695 W,12:26:10,12-07-2022
3816 W,12:26:28,12-07-2022
3691 W,12:26:41,12-07-2022
3762 W,12:26:56,12-07-2022
3840 W,12:27:09,12-07-2022
3844 W,12:27:28,12-07-2022
3788 W,12:27:40,12-07-2022
3843 W,12:27:56,12-07-2022
3703 W,12:28:11,12-07-2022
3791 W,12:28:27,12-07-2022
3840 W,12:28:40,12-07-2022
3826 W,12:28:55,12-07-2022
3875 W,12:29:11,12-07-2022
3884 W,12:29:26,12-07-2022
3868 W,12:29:39,12-07-2022
3923 W,12:29:55,12-07-2022
3919 W,12:30:10,12-07-2022
3896 W,12:30:29,12-07-2022
3872 W,12:30:38,12-07-2022
3881 W,12:30:54,12-07-2022
3880 W,12:31:10,12-07-2022
3939 W,12:31:28,12-07-2022
3921 W,12:31:41,12-07-2022
3884 W,12:31:53,12-07-2022
3517 W,12:32:09,12-07-2022
3946 W,12:32:28,12-07-2022
3937 W,12:32:40,12-07-2022
3920 W,12:32:56,12-07-2022
3942 W,12:33:11,12-07-2022
3876 W,12:33:27,12-07-2022
3946 W,12:33:39,12-07-2022
3998 W,12:33:55,12-07-2022
3941 W,12:34:11,12-07-2022
3940 W,12:34:26,12-07-2022
3945 W,12:34:42,12-07-2022
3860 W,12:34:54,12-07-2022
3859 W,12:35:10,12-07-2022
3886 W,12:35:29,12-07-2022
3870 W,12:35:38,12-07-2022
3852 W,12:35:54,12-07-2022
3591 W,12:36:09,12-07-2022
3124 W,12:36:28,12-07-2022
3253 W,12:36:41,12-07-2022
3210 W,12:36:53,12-07-2022
3359 W,12:37:09,12-07-2022
3470 W,12:37:28,12-07-2022
3363 W,12:37:40,12-07-2022
3673 W,12:37:56,12-07-2022
3735 W,12:38:11,12-07-2022
3588 W,12:38:27,12-07-2022
3534 W,12:38:39,12-07-2022
3777 W,12:38:55,12-07-2022
3712 W,12:39:11,12-07-2022
3827 W,12:39:26,12-07-2022
3663 W,12:39:39,12-07-2022
3641 W,12:39:55,12-07-2022
3775 W,12:40:10,12-07-2022
3849 W,12:40:26,12-07-2022
3907 W,12:40:38,12-07-2022
3799 W,12:40:54,12-07-2022
3708 W,12:41:10,12-07-2022
3892 W,12:41:28,12-07-2022
3978 W,12:41:41,12-07-2022
3896 W,12:41:53,12-07-2022
3911 W,12:41:56,12-07-2022
3970 W,12:42:09,12-07-2022
3972 W,12:42:28,12-07-2022
3864 W,12:42:40,12-07-2022
3902 W,12:42:56,12-07-2022
3941 W,12:43:11,12-07-2022
3790 W,12:43:24,12-07-2022
3788 W,12:43:40,12-07-2022
3946 W,12:43:55,12-07-2022
3874 W,12:44:11,12-07-2022
3892 W,12:44:26,12-07-2022
3941 W,12:44:39,12-07-2022
3975 W,12:44:55,12-07-2022
3978 W,12:45:10,12-07-2022
3986 W,12:45:26,12-07-2022
4029 W,12:45:38,12-07-2022
4008 W,12:45:54,12-07-2022
4034 W,12:46:10,12-07-2022
4003 W,12:46:28,12-07-2022
3966 W,12:46:41,12-07-2022
4041 W,12:46:53,12-07-2022
4053 W,12:47:09,12-07-2022
4051 W,12:47:28,12-07-2022
4046 W,12:47:40,12-07-2022
3988 W,12:47:56,12-07-2022
3968 W,12:48:11,12-07-2022
3996 W,12:48:24,12-07-2022
3995 W,12:48:40,12-07-2022
3884 W,12:48:55,12-07-2022
3912 W,12:49:11,12-07-2022
3991 W,12:49:26,12-07-2022
4064 W,12:49:39,12-07-2022
4050 W,12:49:55,12-07-2022
4064 W,12:50:10,12-07-2022
4069 W,12:50:29,12-07-2022
4056 W,12:50:38,12-07-2022
4076 W,12:50:54,12-07-2022
4065 W,12:51:10,12-07-2022
4056 W,12:51:28,12-07-2022
4103 W,12:51:53,12-07-2022
4098 W,12:52:09,12-07-2022
4090 W,12:52:28,12-07-2022
4093 W,12:52:40,12-07-2022
4105 W,12:52:56,12-07-2022
4123 W,12:53:11,12-07-2022
4125 W,12:53:27,12-07-2022
4114 W,12:53:40,12-07-2022
3723 W,12:53:55,12-07-2022
3881 W,12:54:11,12-07-2022
3903 W,12:54:27,12-07-2022
3857 W,12:54:39,12-07-2022
4015 W,12:54:55,12-07-2022
3831 W,12:55:10,12-07-2022
3573 W,12:55:29,12-07-2022
3679 W,12:55:38,12-07-2022
3587 W,12:55:54,12-07-2022
3591 W,12:56:10,12-07-2022
3729 W,12:56:28,12-07-2022
3762 W,12:56:41,12-07-2022
3779 W,12:56:53,12-07-2022
3814 W,12:57:09,12-07-2022
3798 W,12:57:28,12-07-2022
3924 W,12:57:40,12-07-2022
3899 W,12:57:56,12-07-2022
3889 W,12:58:08,12-07-2022
3919 W,12:58:27,12-07-2022
3926 W,12:58:40,12-07-2022
3960 W,12:58:55,12-07-2022
3962 W,12:59:11,12-07-2022
3963 W,12:59:27,12-07-2022
4019 W,12:59:39,12-07-2022
4015 W,12:59:55,12-07-2022
3951 W,13:00:10,12-07-2022
3843 W,13:00:26,12-07-2022
3897 W,13:00:38,12-07-2022
3959 W,13:00:54,12-07-2022
3924 W,13:01:10,12-07-2022
3948 W,13:01:28,12-07-2022
3927 W,13:01:41,12-07-2022
3971 W,13:01:54,12-07-2022
3895 W,13:02:09,12-07-2022
3880 W,13:02:28,12-07-2022
3868 W,13:02:40,12-07-2022
3799 W,13:02:56,12-07-2022
3830 W,13:03:12,12-07-2022
3656 W,13:03:27,12-07-2022
3760 W,13:03:40,12-07-2022
3848 W,13:03:55,12-07-2022
3589 W,13:04:11,12-07-2022
3812 W,13:04:27,12-07-2022
3860 W,13:04:39,12-07-2022
3969 W,13:04:55,12-07-2022
3946 W,13:05:10,12-07-2022
3906 W,13:05:26,12-07-2022
4004 W,13:05:39,12-07-2022
4000 W,13:05:54,12-07-2022
3950 W,13:06:10,12-07-2022
4004 W,13:06:28,12-07-2022
3944 W,13:06:38,12-07-2022
3974 W,13:06:53,12-07-2022
3998 W,13:07:09,12-07-2022
3981 W,13:07:28,12-07-2022
4040 W,13:07:40,12-07-2022
4019 W,13:07:56,12-07-2022
4031 W,13:08:12,12-07-2022
4006 W,13:08:27,12-07-2022
4033 W,13:08:40,12-07-2022
4031 W,13:08:55,12-07-2022
4045 W,13:09:11,12-07-2022
4068 W,13:09:27,12-07-2022
4035 W,13:09:39,12-07-2022
4060 W,13:09:55,12-07-2022
4023 W,13:10:10,12-07-2022
5611 W,13:10:26,12-07-2022
5625 W,13:10:38,12-07-2022
3492 W,13:10:54,12-07-2022
3755 W,13:11:10,12-07-2022
3911 W,13:11:28,12-07-2022
4015 W,13:11:41,12-07-2022
4012 W,13:11:53,12-07-2022
4007 W,13:11:57,12-07-2022
4052 W,13:12:09,12-07-2022
4069 W,13:12:28,12-07-2022
4137 W,13:12:43,12-07-2022
4123 W,13:12:56,12-07-2022
4095 W,13:13:12,12-07-2022
4062 W,13:13:27,12-07-2022
4104 W,13:13:40,12-07-2022
4125 W,13:13:55,12-07-2022
4114 W,13:14:11,12-07-2022
4130 W,13:14:27,12-07-2022
4119 W,13:14:39,12-07-2022
4202 W,13:14:55,12-07-2022
4195 W,13:15:10,12-07-2022
4185 W,13:15:26,12-07-2022
4206 W,13:15:39,12-07-2022
4224 W,13:15:54,12-07-2022
4211 W,13:16:10,12-07-2022
4142 W,13:16:29,12-07-2022
4137 W,13:16:38,12-07-2022
4155 W,13:16:54,12-07-2022
4251 W,13:17:10,12-07-2022
4137 W,13:17:28,12-07-2022
4078 W,13:17:41,12-07-2022
4105 W,13:17:53,12-07-2022
4185 W,13:18:09,12-07-2022
4308 W,13:18:28,12-07-2022
4335 W,13:18:40,12-07-2022
4228 W,13:18:56,12-07-2022
4366 W,13:19:11,12-07-2022
4335 W,13:19:27,12-07-2022
4314 W,13:19:40,12-07-2022
4327 W,13:19:55,12-07-2022
4026 W,13:20:11,12-07-2022
4146 W,13:20:26,12-07-2022
3992 W,13:20:39,12-07-2022
4115 W,13:20:55,12-07-2022
4125 W,13:21:10,12-07-2022
4136 W,13:21:26,12-07-2022
4146 W,13:21:38,12-07-2022
4230 W,13:21:54,12-07-2022
4061 W,13:22:10,12-07-2022
4010 W,13:22:28,12-07-2022
4221 W,13:22:41,12-07-2022
4316 W,13:22:53,12-07-2022
3137 W,13:23:09,12-07-2022
3409 W,13:23:28,12-07-2022
3125 W,13:23:40,12-07-2022
3413 W,13:23:56,12-07-2022
3434 W,13:24:11,12-07-2022
3882 W,13:24:27,12-07-2022
3915 W,13:24:40,12-07-2022
3931 W,13:24:55,12-07-2022
3973 W,13:25:11,12-07-2022
4020 W,13:25:27,12-07-2022
1963 W,13:25:39,12-07-2022
1977 W,13:25:55,12-07-2022
1876 W,13:26:10,12-07-2022
2046 W,13:26:26,12-07-2022
2029 W,13:26:38,12-07-2022
2044 W,13:26:54,12-07-2022
2107 W,13:27:10,12-07-2022
2114 W,13:27:28,12-07-2022
2104 W,13:27:41,12-07-2022
2128 W,13:27:53,12-07-2022
2113 W,13:28:09,12-07-2022
2069 W,13:28:28,12-07-2022
2139 W,13:28:40,12-07-2022
2097 W,13:28:56,12-07-2022
2071 W,13:29:12,12-07-2022
2148 W,13:29:27,12-07-2022
2129 W,13:29:40,12-07-2022
2135 W,13:29:55,12-07-2022
2166 W,13:30:11,12-07-2022
2168 W,13:30:27,12-07-2022
2213 W,13:30:39,12-07-2022
2237 W,13:30:55,12-07-2022
4277 W,13:31:10,12-07-2022
4249 W,13:31:26,12-07-2022
4299 W,13:31:38,12-07-2022
2289 W,13:31:54,12-07-2022
2280 W,13:31:57,12-07-2022
2304 W,13:32:10,12-07-2022
2248 W,13:32:28,12-07-2022
2342 W,13:32:41,12-07-2022
2936 W,13:32:53,12-07-2022
4929 W,13:33:09,12-07-2022
4975 W,13:33:28,12-07-2022
5025 W,13:33:40,12-07-2022
5067 W,13:33:56,12-07-2022
5061 W,13:34:08,12-07-2022
5082 W,13:34:27,12-07-2022
3586 W,13:34:40,12-07-2022
3526 W,13:34:55,12-07-2022
3585 W,13:35:11,12-07-2022
5649 W,13:35:26,12-07-2022
5676 W,13:35:39,12-07-2022
5663 W,13:35:55,12-07-2022
5572 W,13:36:10,12-07-2022
4497 W,13:36:29,12-07-2022
4701 W,13:36:38,12-07-2022
4641 W,13:36:54,12-07-2022
4697 W,13:37:10,12-07-2022
4972 W,13:37:28,12-07-2022
5068 W,13:37:41,12-07-2022
5125 W,13:37:53,12-07-2022
5206 W,13:38:09,12-07-2022
5148 W,13:38:28,12-07-2022
5105 W,13:38:40,12-07-2022
5171 W,13:38:56,12-07-2022
5195 W,13:39:11,12-07-2022
5268 W,13:39:27,12-07-2022
4914 W,13:39:40,12-07-2022
4983 W,13:39:55,12-07-2022
4448 W,13:40:11,12-07-2022
4837 W,13:40:26,12-07-2022
3656 W,13:40:39,12-07-2022
4650 W,13:40:54,12-07-2022
4899 W,13:41:10,12-07-2022
3644 W,13:41:29,12-07-2022
3193 W,13:41:38,12-07-2022
3387 W,13:41:54,12-07-2022
3473 W,13:41:57,12-07-2022
3675 W,13:42:09,12-07-2022
4956 W,13:42:28,12-07-2022
5067 W,13:42:41,12-07-2022
5141 W,13:42:53,12-07-2022
5123 W,13:43:09,12-07-2022
5126 W,13:43:28,12-07-2022
5127 W,13:43:40,12-07-2022
5097 W,13:43:56,12-07-2022
5168 W,13:44:11,12-07-2022
3489 W,13:44:27,12-07-2022
4504 W,13:44:39,12-07-2022
5185 W,13:44:55,12-07-2022
5285 W,13:45:11,12-07-2022
4281 W,13:45:26,12-07-2022
4813 W,13:45:39,12-07-2022
1644 W,13:45:54,12-07-2022
202 W,13:46:13,12-07-2022
340 W,13:46:29,12-07-2022
536 W,13:46:38,12-07-2022
749 W,13:46:54,12-07-2022
478 W,13:47:09,12-07-2022
2244 W,13:47:28,12-07-2022
5637 W,13:47:41,12-07-2022
5478 W,13:47:53,12-07-2022
5407 W,13:48:09,12-07-2022
4734 W,13:48:27,12-07-2022
5135 W,13:48:40,12-07-2022
3225 W,13:48:55,12-07-2022
1808 W,13:49:11,12-07-2022
2737 W,13:49:27,12-07-2022
3461 W,13:49:39,12-07-2022
4990 W,13:49:55,12-07-2022
5320 W,13:50:10,12-07-2022
5288 W,13:50:26,12-07-2022
5257 W,13:50:39,12-07-2022
5237 W,13:50:54,12-07-2022
5300 W,13:51:10,12-07-2022
5201 W,13:51:28,12-07-2022
5157 W,13:51:41,12-07-2022
5169 W,13:51:53,12-07-2022
5144 W,13:52:09,12-07-2022
5186 W,13:52:28,12-07-2022
5180 W,13:52:40,12-07-2022
5132 W,13:52:56,12-07-2022
5139 W,13:53:12,12-07-2022
5154 W,13:53:27,12-07-2022
5125 W,13:53:40,12-07-2022
5108 W,13:53:55,12-07-2022
5160 W,13:54:11,12-07-2022
5107 W,13:54:27,12-07-2022
5068 W,13:54:42,12-07-2022
5125 W,13:54:55,12-07-2022
5127 W,13:55:10,12-07-2022
5107 W,13:55:29,12-07-2022
5101 W,13:55:38,12-07-2022
5160 W,13:55:54,12-07-2022
5050 W,13:56:10,12-07-2022
5029 W,13:56:28,12-07-2022
5057 W,13:56:41,12-07-2022
5049 W,13:56:53,12-07-2022
5007 W,13:57:09,12-07-2022
4998 W,13:57:28,12-07-2022
5067 W,13:57:40,12-07-2022
5036 W,13:57:56,12-07-2022
4983 W,13:58:11,12-07-2022
4981 W,13:58:27,12-07-2022
4843 W,13:58:39,12-07-2022
4818 W,13:58:55,12-07-2022
5031 W,13:59:11,12-07-2022
5051 W,13:59:26,12-07-2022
5015 W,13:59:39,12-07-2022
5023 W,13:59:54,12-07-2022
5033 W,14:00:10,12-07-2022
5042 W,14:00:29,12-07-2022
5108 W,14:00:38,12-07-2022
5016 W,14:00:54,12-07-2022
4986 W,14:01:09,12-07-2022
5044 W,14:01:28,12-07-2022
5028 W,14:01:41,12-07-2022
5004 W,14:01:56,12-07-2022
5002 W,14:02:12,12-07-2022
5043 W,14:02:27,12-07-2022
5004 W,14:02:40,12-07-2022
5037 W,14:02:56,12-07-2022
4993 W,14:03:11,12-07-2022
4712 W,14:03:27,12-07-2022
4959 W,14:03:39,12-07-2022
4952 W,14:03:55,12-07-2022
4792 W,14:04:11,12-07-2022
4814 W,14:04:26,12-07-2022
4924 W,14:04:39,12-07-2022
4894 W,14:04:54,12-07-2022
4851 W,14:05:10,12-07-2022
4966 W,14:05:29,12-07-2022
5027 W,14:05:41,12-07-2022
5035 W,14:05:54,12-07-2022
4923 W,14:06:09,12-07-2022
5028 W,14:06:28,12-07-2022
5008 W,14:06:40,12-07-2022
4953 W,14:06:56,12-07-2022
4961 W,14:07:09,12-07-2022
4853 W,14:07:27,12-07-2022
4870 W,14:07:40,12-07-2022
4815 W,14:07:55,12-07-2022
4769 W,14:08:11,12-07-2022
4747 W,14:08:27,12-07-2022
4767 W,14:08:45,12-07-2022
4792 W,14:08:55,12-07-2022
4976 W,14:09:10,12-07-2022
5001 W,14:09:26,12-07-2022
4973 W,14:09:38,12-07-2022
4990 W,14:09:54,12-07-2022
4958 W,14:10:10,12-07-2022
4975 W,14:10:28,12-07-2022
4919 W,14:10:41,12-07-2022
4913 W,14:10:53,12-07-2022
4778 W,14:11:09,12-07-2022
4791 W,14:11:28,12-07-2022
5199 W,14:11:40,12-07-2022
4884 W,14:11:56,12-07-2022
4907 W,14:12:12,12-07-2022
4842 W,14:12:27,12-07-2022
4712 W,14:12:40,12-07-2022
4900 W,14:12:55,12-07-2022
4907 W,14:13:11,12-07-2022
4841 W,14:13:26,12-07-2022
4902 W,14:13:39,12-07-2022
4868 W,14:13:55,12-07-2022
4837 W,14:14:10,12-07-2022
4795 W,14:14:29,12-07-2022
4841 W,14:14:38,12-07-2022
4784 W,14:14:54,12-07-2022
4879 W,14:15:10,12-07-2022
4940 W,14:15:28,12-07-2022
5051 W,14:15:41,12-07-2022
5233 W,14:15:53,12-07-2022
5289 W,14:16:09,12-07-2022
3458 W,14:16:28,12-07-2022
3957 W,14:16:40,12-07-2022
252 W,14:16:56,12-07-2022
57 W,14:17:11,12-07-2022
0 W,14:17:27,12-07-2022
6 W,14:17:40,12-07-2022
22 W,14:17:55,12-07-2022
182 W,14:18:11,12-07-2022
2751 W,14:18:26,12-07-2022
2831 W,14:18:39,12-07-2022
18 W,14:18:55,12-07-2022
82 W,14:19:10,12-07-2022
0 W,14:19:29,12-07-2022
41 W,14:20:53,12-07-2022
5194 W,14:21:09,12-07-2022
5641 W,14:21:28,12-07-2022
5656 W,14:21:40,12-07-2022
5648 W,14:21:56,12-07-2022
5655 W,14:22:11,12-07-2022
5610 W,14:22:27,12-07-2022
5631 W,14:22:39,12-07-2022
5637 W,14:22:55,12-07-2022
5655 W,14:23:11,12-07-2022
5570 W,14:23:26,12-07-2022
5473 W,14:23:39,12-07-2022
5471 W,14:23:54,12-07-2022
5380 W,14:24:10,12-07-2022
5434 W,14:24:29,12-07-2022
