Wert,Zeit,Datum
2132.5152 W,08:52:20,12-07-2022
2134.3322499999995 W,08:52:36,12-07-2022
2139.74405 W,08:52:51,12-07-2022
2129.751 W,08:53:07,12-07-2022
2168.3497500000003 W,08:53:23,12-07-2022
2165.0484 W,08:53:35,12-07-2022
2166.2613000000006 W,08:53:51,12-07-2022
2172.9367000000007 W,08:54:06,12-07-2022
2156.4969000000006 W,08:54:19,12-07-2022
2198.9891 W,08:54:34,12-07-2022
2205.3774000000003 W,08:54:53,12-07-2022
2166.5335000000005 W,08:55:06,12-07-2022
2111.9575000000004 W,08:55:18,12-07-2022
2084.5421000000006 W,08:55:34,12-07-2022
2205 W,08:55:53,12-07-2022
2230.775 W,08:56:08,12-07-2022
2209.825 W,08:56:21,12-07-2022
2104.5703947368415 W,08:56:33,12-07-2022
1853.5765000000008 W,08:56:52,12-07-2022
1985.3325000000002 W,08:57:08,12-07-2022
2081.6324999999997 W,08:57:20,12-07-2022
2121.9325 W,08:57:36,12-07-2022
2172.9715999999994 W,08:57:51,12-07-2022
2309.974 W,08:58:07,12-07-2022
2142.0953999999992 W,08:58:23,12-07-2022
2267.9239999999995 W,08:58:35,12-07-2022
812 W,08:58:51,12-07-2022
2344.2290999999996 W,08:59:06,12-07-2022
810 W,08:59:19,12-07-2022
2297.86 W,08:59:34,12-07-2022
2256.50775 W,08:59:53,12-07-2022
2273.0646 W,09:00:09,12-07-2022
2354.4883 W,09:00:18,12-07-2022
2404.3009999999995 W,09:00:34,12-07-2022
2397.5691 W,09:00:53,12-07-2022
2407.0928000000004 W,09:01:08,12-07-2022
2162.32045 W,09:01:21,12-07-2022
2126.4621000000006 W,09:01:36,12-07-2022
2297.397 W,09:02:08,12-07-2022
802 W,09:02:20,12-07-2022
2340.0252231404957 W,09:02:36,12-07-2022
2390.2057000000013 W,09:02:51,12-07-2022
2468.168200000001 W,09:03:07,12-07-2022
2465.6860500000003 W,09:03:19,12-07-2022
2498.216 W,09:03:35,12-07-2022
2413.0981675000003 W,09:03:51,12-07-2022
2411.688 W,09:04:06,12-07-2022
2207.8830500000004 W,09:04:19,12-07-2022
2276.3920000000003 W,09:04:34,12-07-2022
2092.6490000000003 W,09:04:53,12-07-2022
2193.304 W,09:05:06,12-07-2022
787 W,09:05:18,12-07-2022
2318.28 W,09:05:34,12-07-2022
2403.1794999999993 W,09:05:53,12-07-2022
2430.40075 W,09:06:08,12-07-2022
2309.4743499999995 W,09:06:21,12-07-2022
2289.6211999999996 W,09:06:33,12-07-2022
2367.9707499999995 W,09:06:52,12-07-2022
2355.8361999999997 W,09:07:08,12-07-2022
2391.1686 W,09:07:20,12-07-2022
2433.1928 W,09:07:36,12-07-2022
2526.4209999999994 W,09:07:51,12-07-2022
2535.8815000000004 W,09:08:07,12-07-2022
2654 W,09:08:19,12-07-2022
2686 W,09:08:35,12-07-2022
4416.7262 W,09:08:51,12-07-2022
2636.9446500000004 W,09:09:06,12-07-2022
2631.8728500000007 W,09:09:19,12-07-2022
2564.1228 W,09:09:34,12-07-2022
2501.3383700000004 W,09:09:53,12-07-2022
2592.206400000001 W,09:10:06,12-07-2022
2601.3 W,09:10:18,12-07-2022
2649.8903 W,09:10:34,12-07-2022
2673.88175 W,09:10:53,12-07-2022
2676.213 W,09:11:08,12-07-2022
2688.244 W,09:11:21,12-07-2022
2697.3055999999997 W,09:11:33,12-07-2022
2716.227899999999 W,09:12:08,12-07-2022
2618.9372999999996 W,09:12:20,12-07-2022
2593.6465874999994 W,09:12:36,12-07-2022
2567.5182999999997 W,09:12:51,12-07-2022
2629.562 W,09:13:07,12-07-2022
2734.5899 W,09:13:23,12-07-2022
2733.1215999999995 W,09:13:35,12-07-2022
2737.5240000000003 W,09:13:54,12-07-2022
2739.8568000000005 W,09:14:06,12-07-2022
2731.3458499999997 W,09:14:19,12-07-2022
2771.6020500000013 W,09:14:34,12-07-2022
2795.5768800000005 W,09:14:53,12-07-2022
2813.9285 W,09:15:09,12-07-2022
2668.285 W,09:15:18,12-07-2022
2403.5212500000002 W,09:15:34,12-07-2022
2514.397 W,09:15:53,12-07-2022
942 W,09:16:08,12-07-2022
2727.7641999999996 W,09:16:21,12-07-2022
2799.37875 W,09:16:33,12-07-2022
2698.9825390625 W,09:16:52,12-07-2022
2373.8520499999995 W,09:17:08,12-07-2022
2327.3324999999995 W,09:17:20,12-07-2022
2355.3227999999995 W,09:17:36,12-07-2022
2513.1864 W,09:17:51,12-07-2022
2645.02035 W,09:18:07,12-07-2022
2630.6141000000002 W,09:18:20,12-07-2022
2679.82105 W,09:18:38,12-07-2022
2779.0338 W,09:18:51,12-07-2022
2802.9872000000005 W,09:19:06,12-07-2022
2852.62 W,09:19:22,12-07-2022
2787.0287500000004 W,09:19:38,12-07-2022
3453.287624999999 W,09:19:53,12-07-2022
2855.4042499999996 W,09:20:06,12-07-2022
2810.8444199999994 W,09:20:18,12-07-2022
2771.1911999999998 W,09:20:34,12-07-2022
2798.3391999999994 W,09:20:53,12-07-2022
2832.0539 W,09:21:08,12-07-2022
1651 W,09:21:21,12-07-2022
2963.0994299999998 W,09:21:33,12-07-2022
2937.1544 W,09:21:52,12-07-2022
3383 W,09:22:08,12-07-2022
2959.5409999999997 W,09:22:20,12-07-2022
2871.1620000000003 W,09:22:36,12-07-2022
3081.1668225 W,09:22:52,12-07-2022
3041.9757999999997 W,09:23:07,12-07-2022
2960.942 W,09:23:20,12-07-2022
2995.4087199999994 W,09:23:35,12-07-2022
3017.4993 W,09:23:51,12-07-2022
3010.1637499999997 W,09:24:07,12-07-2022
2948.6087499999994 W,09:24:19,12-07-2022
3036.5597000000002 W,09:24:38,12-07-2022
2996.8435 W,09:24:53,12-07-2022
3065.6499999999996 W,09:25:06,12-07-2022
2931.2229 W,09:25:18,12-07-2022
2788.5603 W,09:25:37,12-07-2022
2983.4796500000007 W,09:25:53,12-07-2022
2805.7110500000003 W,09:26:09,12-07-2022
2738.816 W,09:26:21,12-07-2022
2523.832 W,09:26:34,12-07-2022
2647.192 W,09:26:52,12-07-2022
2854.608 W,09:27:08,12-07-2022
2800.9147874999994 W,09:27:20,12-07-2022
2800.2291349999996 W,09:27:36,12-07-2022
2831.7125 W,09:27:52,12-07-2022
2868.913125 W,09:28:07,12-07-2022
2819.7576375 W,09:28:23,12-07-2022
3028.7122 W,09:28:39,12-07-2022
3018.5429 W,09:28:51,12-07-2022
3017.1950100000004 W,09:29:04,12-07-2022
2957.89895 W,09:29:22,12-07-2022
3000.4033499999996 W,09:29:38,12-07-2022
3014.6050999999998 W,09:29:54,12-07-2022
2990.362965 W,09:30:06,12-07-2022
2934.0332000000003 W,09:30:19,12-07-2022
3006.624 W,09:30:34,12-07-2022
3115.524 W,09:30:53,12-07-2022
3141.7084000000004 W,09:31:08,12-07-2022
3093.5575 W,09:31:21,12-07-2022
3121.0625 W,09:31:33,12-07-2022
3086.60375 W,09:32:08,12-07-2022
3046.4118999999996 W,09:32:20,12-07-2022
3064.0472999999993 W,09:32:36,12-07-2022
3140.8518999999997 W,09:32:52,12-07-2022
3074.8919374999996 W,09:33:07,12-07-2022
3102.0969999999998 W,09:33:20,12-07-2022
3115.1245 W,09:33:35,12-07-2022
3126.82735 W,09:33:51,12-07-2022
3149.5152399999997 W,09:34:06,12-07-2022
3212.9631524999995 W,09:34:19,12-07-2022
3147.9239875000003 W,09:34:35,12-07-2022
3234.0964 W,09:34:53,12-07-2022
3278.9179999999997 W,09:35:06,12-07-2022
3188.7674075000004 W,09:35:18,12-07-2022
3262.4682 W,09:35:34,12-07-2022
3235.28395 W,09:35:53,12-07-2022
3215.4045 W,09:36:08,12-07-2022
3154.60975 W,09:36:21,12-07-2022
3099.4 W,09:36:33,12-07-2022
3179.90577 W,09:36:52,12-07-2022
3148.1710000000003 W,09:37:08,12-07-2022
3233.0120000000006 W,09:37:20,12-07-2022
3195.693 W,09:37:36,12-07-2022
3234.234 W,09:37:51,12-07-2022
3206.6040000000003 W,09:38:07,12-07-2022
3217.3881999999994 W,09:38:23,12-07-2022
3287.8553499999994 W,09:38:35,12-07-2022
3235.4026999999996 W,09:38:51,12-07-2022
3281.7766999999994 W,09:39:06,12-07-2022
4208 W,09:39:19,12-07-2022
3221.39 W,09:39:34,12-07-2022
3199.7661790123457 W,09:39:53,12-07-2022
3299.862550000001 W,09:40:06,12-07-2022
3209.5314200000003 W,09:40:21,12-07-2022
3177.1863999999996 W,09:40:34,12-07-2022
3271.3176999999996 W,09:40:53,12-07-2022
3283.7442500000006 W,09:41:08,12-07-2022
3277.898342500001 W,09:41:21,12-07-2022
3237.7452000000003 W,09:41:33,12-07-2022
3291.8702500000004 W,09:42:08,12-07-2022
1288 W,09:42:20,12-07-2022
3256.2834117647058 W,09:42:36,12-07-2022
3301.7509 W,09:42:51,12-07-2022
3338.0970999999995 W,09:43:07,12-07-2022
3186.2248 W,09:43:23,12-07-2022
3243.0028 W,09:43:35,12-07-2022
3284.89375 W,09:43:51,12-07-2022
3330.6692 W,09:44:06,12-07-2022
3339.3050000000003 W,09:44:22,12-07-2022
3333.3065 W,09:44:34,12-07-2022
3314.14 W,09:44:53,12-07-2022
3318.685 W,09:45:06,12-07-2022
3325.51397 W,09:45:18,12-07-2022
3329.1322 W,09:45:34,12-07-2022
3368.61085 W,09:45:52,12-07-2022
3355.4222499999996 W,09:46:08,12-07-2022
3368.8817000000004 W,09:46:21,12-07-2022
3350.0245000000004 W,09:46:33,12-07-2022
3379.0920000000006 W,09:46:52,12-07-2022
3365.6240000000007 W,09:47:07,12-07-2022
3357.9262499999995 W,09:47:23,12-07-2022
3366.14 W,09:47:36,12-07-2022
3375.1479999999992 W,09:47:51,12-07-2022
3341.7691000000004 W,09:48:07,12-07-2022
2993.6435775 W,09:48:19,12-07-2022
3103.4906000000005 W,09:48:35,12-07-2022
3224.5820000000003 W,09:48:54,12-07-2022
3239.6794599999994 W,09:49:06,12-07-2022
3250.7375 W,09:49:19,12-07-2022
3306.319750000001 W,09:49:34,12-07-2022
3087.7517500000004 W,09:49:53,12-07-2022
3296.2235100000007 W,09:50:06,12-07-2022
3354.6 W,09:50:18,12-07-2022
3397.175 W,09:50:34,12-07-2022
3442.079166666667 W,09:50:52,12-07-2022
3392.0000499999996 W,09:51:08,12-07-2022
3402.4099999999994 W,09:51:21,12-07-2022
3461.7806500000006 W,09:51:33,12-07-2022
3493.7389999999996 W,09:51:52,12-07-2022
3341.9047999999993 W,09:52:07,12-07-2022
3426.0912000000003 W,09:52:20,12-07-2022
3488.8127000000004 W,09:52:36,12-07-2022
3479.9001000000007 W,09:52:51,12-07-2022
3467.0531500000006 W,09:53:07,12-07-2022
3417.8659500000003 W,09:53:19,12-07-2022
3477.9435000000003 W,09:53:35,12-07-2022
3508.1631111111114 W,09:53:51,12-07-2022
3544.9356000000007 W,09:54:06,12-07-2022
3449.8872 W,09:54:19,12-07-2022
3570.2535000000007 W,09:54:34,12-07-2022
3479.0445 W,09:54:53,12-07-2022
3437.5165000000006 W,09:55:06,12-07-2022
3512.4829999999997 W,09:55:21,12-07-2022
3475.6587999999992 W,09:55:34,12-07-2022
3472.772699999999 W,09:55:53,12-07-2022
3549.9799999999996 W,09:56:08,12-07-2022
3516.7619999999997 W,09:56:21,12-07-2022
3511.4135 W,09:56:33,12-07-2022
3508.4135 W,09:56:36,12-07-2022
3458.5237142857145 W,09:56:52,12-07-2022
3480.7688999999996 W,09:57:08,12-07-2022
3396.684624999999 W,09:57:20,12-07-2022
3472.6894 W,09:57:36,12-07-2022
3621.5954 W,09:57:51,12-07-2022
3440.2126 W,09:58:07,12-07-2022
3557.5528000000004 W,09:58:22,12-07-2022
3780.1683000000003 W,09:58:35,12-07-2022
3563.9416500000007 W,09:58:54,12-07-2022
1960 W,09:59:06,12-07-2022
3606.8423924999997 W,09:59:22,12-07-2022
3624.49 W,09:59:37,12-07-2022
3629.6775 W,09:59:53,12-07-2022
3594.013 W,10:00:09,12-07-2022
3571.8253525 W,10:00:18,12-07-2022
3648.8628999999996 W,10:00:34,12-07-2022
3656.88915 W,10:00:52,12-07-2022
3610.0216999999993 W,10:01:08,12-07-2022
3624.8752 W,10:01:20,12-07-2022
3490.0544 W,10:01:33,12-07-2022
1977 W,10:02:07,12-07-2022
3699.6400000000003 W,10:02:20,12-07-2022
3738.7765000000004 W,10:02:35,12-07-2022
3726.5576 W,10:02:51,12-07-2022
3729.4263 W,10:03:07,12-07-2022
3678.26915 W,10:03:19,12-07-2022
3715.165 W,10:03:35,12-07-2022
3720.6097 W,10:03:54,12-07-2022
3746.8607 W,10:04:06,12-07-2022
3736.8974000000003 W,10:04:19,12-07-2022
3712.5576000000005 W,10:04:34,12-07-2022
3735.9116200000003 W,10:04:53,12-07-2022
3754.000020000001 W,10:05:05,12-07-2022
3731.1375 W,10:05:21,12-07-2022
3759.1703846153846 W,10:05:37,12-07-2022
3770.1895 W,10:05:52,12-07-2022
3757.3347499999995 W,10:06:08,12-07-2022
3802.4266 W,10:06:20,12-07-2022
3766.1065999999996 W,10:06:36,12-07-2022
3763.9482 W,10:06:52,12-07-2022
3772.0041999999994 W,10:07:07,12-07-2022
3731.39916 W,10:07:23,12-07-2022
3831.0983000000006 W,10:07:35,12-07-2022
3797.6894 W,10:07:51,12-07-2022
3816.2207999999996 W,10:08:07,12-07-2022
3780.90225 W,10:08:22,12-07-2022
2282 W,10:08:35,12-07-2022
2276 W,10:08:50,12-07-2022
3904 W,10:09:06,12-07-2022
5178.80415 W,10:09:18,12-07-2022
3717.4384000000005 W,10:09:34,12-07-2022
3729.7955500000007 W,10:09:53,12-07-2022
3815.9716500000004 W,10:10:08,12-07-2022
3827.6776500000005 W,10:10:21,12-07-2022
3824.5335500000006 W,10:10:37,12-07-2022
3891.5919999999996 W,10:11:44,12-07-2022
3902.254 W,10:11:57,12-07-2022
3891.9620000000004 W,10:12:06,12-07-2022
3916.572 W,10:12:19,12-07-2022
3937.80485 W,10:12:35,12-07-2022
3823.3039999999996 W,10:12:53,12-07-2022
3976.88565 W,10:13:06,12-07-2022
3871.4364499999992 W,10:13:22,12-07-2022
3958.0824999999995 W,10:13:34,12-07-2022
3922.7998 W,10:13:53,12-07-2022
3935.2619999999997 W,10:14:08,12-07-2022
3942.9685462499997 W,10:14:21,12-07-2022
3966.4008625 W,10:14:34,12-07-2022
3904.9104399999997 W,10:14:52,12-07-2022
3946.0591999999997 W,10:15:08,12-07-2022
3952.298099999999 W,10:15:20,12-07-2022
3943.809 W,10:15:36,12-07-2022
3942.7749999999996 W,10:15:52,12-07-2022
3976.419 W,10:16:07,12-07-2022
3995.7816 W,10:16:20,12-07-2022
3999.9544 W,10:16:35,12-07-2022
4016.0883750000003 W,10:16:51,12-07-2022
4123.091 W,10:17:07,12-07-2022
3969.5405 W,10:17:19,12-07-2022
4005.6603500000006 W,10:17:35,12-07-2022
3962.9435000000003 W,10:17:54,12-07-2022
3885.8815 W,10:18:06,12-07-2022
3939.5601500000002 W,10:18:19,12-07-2022
4004.28711 W,10:18:34,12-07-2022
3983.1558 W,10:18:53,12-07-2022
3763.4294000000004 W,10:19:09,12-07-2022
3967.945600000001 W,10:19:21,12-07-2022
4082.607600000001 W,10:19:34,12-07-2022
4075.3046000000004 W,10:19:52,12-07-2022
4076.7120000000004 W,10:20:08,12-07-2022
4068.7120000000004 W,10:20:21,12-07-2022
4084.1722 W,10:20:33,12-07-2022
4065.4058000000005 W,10:20:52,12-07-2022
4079.6292975000006 W,10:21:08,12-07-2022
4091.6637499999997 W,10:21:20,12-07-2022
4114.5275 W,10:21:36,12-07-2022
4150.469999999999 W,10:21:51,12-07-2022
3998.5787499999997 W,10:22:07,12-07-2022
4063.2074999999995 W,10:22:19,12-07-2022
4102.4025 W,10:22:35,12-07-2022
4098.225 W,10:22:51,12-07-2022
4127.05 W,10:23:06,12-07-2022
4106.617190082645 W,10:23:19,12-07-2022
4124.7885 W,10:23:35,12-07-2022
4092.9586999999997 W,10:23:53,12-07-2022
4100.9648 W,10:24:06,12-07-2022
4075.9430999999995 W,10:24:18,12-07-2022
4120.6281 W,10:24:34,12-07-2022
4078.3631999999993 W,10:24:53,12-07-2022
4176.697625 W,10:25:08,12-07-2022
2654 W,10:25:21,12-07-2022
4164.6761 W,10:25:33,12-07-2022
4159.799 W,10:25:52,12-07-2022
4126.008 W,10:26:08,12-07-2022
4155.766500000001 W,10:26:20,12-07-2022
4188.9274000000005 W,10:26:36,12-07-2022
4188.8753 W,10:26:51,12-07-2022
4204.6098999999995 W,10:27:07,12-07-2022
4201.4860875 W,10:27:19,12-07-2022
4243.701985000001 W,10:27:35,12-07-2022
4269.9192 W,10:27:51,12-07-2022
4266.9856 W,10:28:06,12-07-2022
4285.728 W,10:28:19,12-07-2022
4204.8240000000005 W,10:28:34,12-07-2022
2787 W,10:28:53,12-07-2022
4286.166400000001 W,10:29:06,12-07-2022
4314.363200000001 W,10:29:18,12-07-2022
4230.35 W,10:29:37,12-07-2022
4333.0535 W,10:29:53,12-07-2022
4318.848 W,10:30:08,12-07-2022
4337.506 W,10:30:21,12-07-2022
4321.76205 W,10:30:33,12-07-2022
4318.418600000001 W,10:30:52,12-07-2022
4338.348900000001 W,10:31:08,12-07-2022
4341.143050000001 W,10:31:20,12-07-2022
4314.700650000001 W,10:31:36,12-07-2022
4319.15965 W,10:32:07,12-07-2022
4352.981 W,10:32:19,12-07-2022
4351.9345 W,10:32:35,12-07-2022
4339.36 W,10:32:51,12-07-2022
4354.45 W,10:33:06,12-07-2022
4376.9619999999995 W,10:33:19,12-07-2022
4373.3785 W,10:33:34,12-07-2022
4418.0075 W,10:33:53,12-07-2022
4352.5165 W,10:34:06,12-07-2022
4419.3285 W,10:34:18,12-07-2022
4405.8057499999995 W,10:34:34,12-07-2022
4352.54485 W,10:34:53,12-07-2022
4378.6657 W,10:35:08,12-07-2022
2837 W,10:35:21,12-07-2022
4345.072 W,10:35:36,12-07-2022
4358.712555555556 W,10:35:52,12-07-2022
4367.19805 W,10:36:08,12-07-2022
4376.0544 W,10:36:23,12-07-2022
4423.4690075 W,10:36:36,12-07-2022
4477.4374 W,10:36:51,12-07-2022
4411.5740000000005 W,10:37:07,12-07-2022
4455.0978 W,10:37:19,12-07-2022
4366.7101999999995 W,10:37:35,12-07-2022
4443.4388 W,10:37:51,12-07-2022
4392.25 W,10:38:06,12-07-2022
3024 W,10:38:19,12-07-2022
4471.9574243827155 W,10:38:34,12-07-2022
4494.2975 W,10:38:53,12-07-2022
4530.628250000001 W,10:39:06,12-07-2022
4502.036400000001 W,10:39:18,12-07-2022
4460.176450000001 W,10:39:34,12-07-2022
4599.6018 W,10:39:53,12-07-2022
4521.098550000001 W,10:40:08,12-07-2022
4511.3689 W,10:40:21,12-07-2022
4554.381650000001 W,10:40:33,12-07-2022
4552.286400000001 W,10:40:52,12-07-2022
4553.397000000001 W,10:41:08,12-07-2022
4588.408 W,10:41:23,12-07-2022
4573.831666666667 W,10:41:36,12-07-2022
4572.406000000001 W,10:42:07,12-07-2022
4555.4587 W,10:42:19,12-07-2022
4580.7645 W,10:42:35,12-07-2022
4628.45075 W,10:42:51,12-07-2022
4563.625250000001 W,10:43:06,12-07-2022
4588.1767500000005 W,10:43:22,12-07-2022
4559.1007500000005 W,10:43:34,12-07-2022
4571.0732499999995 W,10:43:53,12-07-2022
4551.853 W,10:44:09,12-07-2022
4608.624 W,10:44:18,12-07-2022
4566.8099999999995 W,10:44:37,12-07-2022
4581.4992 W,10:44:52,12-07-2022
3699.5824000000002 W,10:45:08,12-07-2022
4490.3416 W,10:45:21,12-07-2022
4489.278 W,10:45:36,12-07-2022
4544.4784 W,10:45:52,12-07-2022
4583.175155 W,10:46:07,12-07-2022
4551.88961 W,10:46:20,12-07-2022
4519.36575 W,10:46:36,12-07-2022
4511.44805 W,10:46:51,12-07-2022
4528.5003 W,10:47:07,12-07-2022
4561.687099999999 W,10:47:19,12-07-2022
4507.98475 W,10:47:35,12-07-2022
4473.579 W,10:47:51,12-07-2022
4564.023277777778 W,10:48:06,12-07-2022
4588.33899 W,10:48:19,12-07-2022
4629.5573 W,10:48:34,12-07-2022
4610.9451 W,10:48:53,12-07-2022
4612.8078 W,10:49:06,12-07-2022
4689.3745 W,10:49:18,12-07-2022
4700.9906 W,10:49:34,12-07-2022
4750.6401424999995 W,10:49:53,12-07-2022
4508.57009 W,10:50:08,12-07-2022
4613.6704500000005 W,10:50:21,12-07-2022
4651.67365 W,10:50:36,12-07-2022
4703.798 W,10:50:52,12-07-2022
4608.7725 W,10:51:08,12-07-2022
4580.646050000001 W,10:51:20,12-07-2022
4670.9895325 W,10:51:36,12-07-2022
4643.726 W,10:51:53,12-07-2022
4603.5419999999995 W,10:52:08,12-07-2022
4446.063 W,10:52:21,12-07-2022
4524.874 W,10:52:33,12-07-2022
4567.5740000000005 W,10:52:52,12-07-2022
4717.006 W,10:53:08,12-07-2022
4656.97 W,10:53:20,12-07-2022
4716.379925 W,10:53:36,12-07-2022
4702.4332 W,10:53:52,12-07-2022
4753.565349999999 W,10:54:07,12-07-2022
4700.0691 W,10:54:20,12-07-2022
4768.827899999999 W,10:54:35,12-07-2022
4762.802949999999 W,10:54:51,12-07-2022
4784.869999999999 W,10:55:07,12-07-2022
4774.7685275 W,10:55:22,12-07-2022
4809.347 W,10:55:35,12-07-2022
4817.914 W,10:55:53,12-07-2022
4795.4118 W,10:56:06,12-07-2022
4869.282 W,10:56:18,12-07-2022
4824.528222222222 W,10:56:34,12-07-2022
4834.965999999999 W,10:56:37,12-07-2022
4794.8878 W,10:56:53,12-07-2022
4831.1278999999995 W,10:57:05,12-07-2022
4845.79215 W,10:57:21,12-07-2022
4878.59795 W,10:57:33,12-07-2022
4623.3114000000005 W,10:57:52,12-07-2022
4674.62195 W,10:58:08,12-07-2022
4821.1338000000005 W,10:58:20,12-07-2022
3357 W,10:58:36,12-07-2022
4812.328 W,10:58:52,12-07-2022
4851.6336 W,10:59:07,12-07-2022
4793.400000000001 W,10:59:20,12-07-2022
4882.294400000001 W,10:59:35,12-07-2022
4793.5856 W,10:59:51,12-07-2022
4897.70225 W,11:00:07,12-07-2022
4827.73275 W,11:00:19,12-07-2022
4961.827499999999 W,11:00:35,12-07-2022
4901.5185 W,11:00:53,12-07-2022
4918.9515 W,11:01:06,12-07-2022
4880.6125 W,11:01:22,12-07-2022
4941.623799999999 W,11:01:37,12-07-2022
4962.2492999999995 W,11:02:08,12-07-2022
4941.4678 W,11:02:21,12-07-2022
4899.2319 W,11:02:33,12-07-2022
4888.4093975 W,11:02:52,12-07-2022
4874.1587 W,11:03:08,12-07-2022
4901.93715 W,11:03:20,12-07-2022
4884.594499999999 W,11:03:36,12-07-2022
4926.79655 W,11:03:52,12-07-2022
5019.432000000001 W,11:04:07,12-07-2022
5072.48325 W,11:04:20,12-07-2022
1224.0010125000001 W,11:04:35,12-07-2022
1072.5088 W,11:04:51,12-07-2022
1563.4651199999998 W,11:05:07,12-07-2022
1727.45685 W,11:05:19,12-07-2022
2581 W,11:05:35,12-07-2022
2730 W,11:05:53,12-07-2022
5182.258100000001 W,11:06:06,12-07-2022
5151.33845 W,11:06:18,12-07-2022
5145.129 W,11:06:37,12-07-2022
5233.6355 W,11:06:53,12-07-2022
5192.25035 W,11:07:05,12-07-2022
5165.7425 W,11:07:21,12-07-2022
5203.495000000001 W,11:07:33,12-07-2022
5218.0025 W,11:07:52,12-07-2022
5213.78 W,11:08:08,12-07-2022
5152.5675 W,11:08:20,12-07-2022
5178.2225 W,11:08:36,12-07-2022
5156.215 W,11:08:52,12-07-2022
5162.485 W,11:09:07,12-07-2022
4286 W,11:09:23,12-07-2022
5216 W,11:09:35,12-07-2022
6425.76 W,11:09:51,12-07-2022
4985.9023157894735 W,11:10:07,12-07-2022
4983.8948 W,11:10:19,12-07-2022
5031.937599999999 W,11:10:35,12-07-2022
4874.5652 W,11:10:53,12-07-2022
5074.111999999999 W,11:11:06,12-07-2022
5118.466 W,11:11:18,12-07-2022
5111.8788 W,11:11:34,12-07-2022
5104.4699 W,11:12:08,12-07-2022
5151.3234 W,11:12:21,12-07-2022
5078.063 W,11:12:37,12-07-2022
5093.60775 W,11:12:52,12-07-2022
5194.658487500001 W,11:13:08,12-07-2022
5206.9202000000005 W,11:13:20,12-07-2022
5261.3045 W,11:13:36,12-07-2022
5285.4244 W,11:13:52,12-07-2022
5277.4627 W,11:14:07,12-07-2022
5291.4349 W,11:14:20,12-07-2022
5389.185750000001 W,11:14:35,12-07-2022
5320.41125 W,11:14:51,12-07-2022
5398.365 W,11:15:07,12-07-2022
3988 W,11:15:19,12-07-2022
5447.69 W,11:15:35,12-07-2022
5428.7175 W,11:15:54,12-07-2022
5257.223999999999 W,11:16:06,12-07-2022
5425.681199999999 W,11:16:28,12-07-2022
5560.1748 W,11:16:34,12-07-2022
5525.4782 W,11:16:53,12-07-2022
5552.86417 W,11:17:08,12-07-2022
5518.39795 W,11:17:21,12-07-2022
5516.351000000001 W,11:17:33,12-07-2022
5581.2093 W,11:17:52,12-07-2022
5565.09535 W,11:18:08,12-07-2022
4176 W,11:18:20,12-07-2022
5520.1708 W,11:18:36,12-07-2022
3872 W,11:18:48,12-07-2022
4922.936 W,11:19:07,12-07-2022
5652.9864 W,11:19:20,12-07-2022
5674.0507 W,11:19:35,12-07-2022
5568.22295 W,11:19:51,12-07-2022
5700.401950000001 W,11:20:07,12-07-2022
4770.8266 W,11:20:19,12-07-2022
3928.9461200000005 W,11:20:35,12-07-2022
5369.79 W,11:20:53,12-07-2022
5628.2880000000005 W,11:21:06,12-07-2022
5935.896000000001 W,11:21:18,12-07-2022
5838.212 W,11:21:34,12-07-2022
5801.904 W,11:21:53,12-07-2022
5634.245 W,11:22:08,12-07-2022
5743.7305 W,11:22:21,12-07-2022
4450.107999999999 W,11:22:34,12-07-2022
5703.097299999999 W,11:22:52,12-07-2022
5738.3757 W,11:23:08,12-07-2022
5850.0821 W,11:23:20,12-07-2022
5796.609 W,11:23:36,12-07-2022
5868.9243 W,11:23:52,12-07-2022
4203.02621 W,11:24:04,12-07-2022
2335.937700000001 W,11:24:20,12-07-2022
1591.554655 W,11:24:35,12-07-2022
1383.4732199999999 W,11:24:51,12-07-2022
1306.7 W,11:25:07,12-07-2022
1311.4933333333333 W,11:25:19,12-07-2022
1527.4909499999999 W,11:25:35,12-07-2022
1866.4908199999993 W,11:25:54,12-07-2022
2411.59936 W,11:26:06,12-07-2022
3111.5374 W,11:26:19,12-07-2022
5886.554 W,11:26:34,12-07-2022
6212.93796 W,11:26:37,12-07-2022
6136.002 W,11:26:53,12-07-2022
2087.91095 W,11:27:05,12-07-2022
1569.7496 W,11:27:18,12-07-2022
1588.6505300000003 W,11:27:34,12-07-2022
4691.6368125 W,11:27:52,12-07-2022
6029.3536 W,11:28:08,12-07-2022
6022.253299999999 W,11:28:21,12-07-2022
5993.4634 W,11:28:36,12-07-2022
5948.502699999999 W,11:28:52,12-07-2022
5997.673554999999 W,11:29:07,12-07-2022
6017.0313 W,11:29:20,12-07-2022
5987.33345 W,11:29:36,12-07-2022
6007.0052 W,11:29:51,12-07-2022
6033.15365 W,11:30:07,12-07-2022
6015.9210299999995 W,11:30:19,12-07-2022
5990.158 W,11:30:35,12-07-2022
6012.392 W,11:30:54,12-07-2022
5937.9636 W,11:31:06,12-07-2022
5930.235200000001 W,11:31:22,12-07-2022
5923.8945 W,11:31:34,12-07-2022
5885.73372 W,11:32:06,12-07-2022
5901.8189999999995 W,11:32:21,12-07-2022
5938.186 W,11:32:34,12-07-2022
6136.682000000001 W,11:32:52,12-07-2022
5622.449500000001 W,11:33:08,12-07-2022
2911.3199999999997 W,11:33:21,12-07-2022
